town_name,loan_amount_000s,applicant_income_000s,occupied_by_owner,loan_purpose_name,loan_approved,denial_reason,co_applicant_sex,co_applicant_race,applicant_sex,applicant_race,applicant_ethnicity
Solana Beach,7449.519376693302,550.6762746528789,1,Refinancing,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,6410.823845971861,491.8841335931857,1,Home purchase,0,Credit application incomplete,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Black or African American,Hispanic or Latino
Solana Beach,4889.699780518529,449.2929841606029,0,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,8385.46675987908,405.56971317998836,1,Home purchase,1,,Male,White,Female,White,Not applicable
Solana Beach,6958.577705807237,291.052317824631,1,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,6340.291150291602,395.3900072447641,1,Home purchase,1,,Female,Asian,Female,White,Not Hispanic or Latino
Solana Beach,6490.836255977398,485.6178045302322,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,7498.930498366445,499.2036263446962,1,Refinancing,1,,Male,Asian,Male,White,Not Hispanic or Latino
Solana Beach,6453.63165176048,517.4671464052191,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Solana Beach,6999.327589935042,489.0684771414178,0,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,10031.05322311458,389.5339110921545,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7258.7975558545495,539.1318623067954,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,7402.696386179499,443.61840945775856,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,7430.625686507611,256.1296248518498,1,Home improvement,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,6610.407468608703,429.8662414593291,1,Home purchase,0,Other,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,6775.933268039736,569.7944184985395,1,Home purchase,0,Mortgage insurance denied,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Solana Beach,8291.065338597706,405.1617789532674,1,Home purchase,0,Employment history,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,6607.439581030854,358.919191636993,1,Home purchase,0,Debt-to-income ratio,Male,White,Male,White,Not applicable
Solana Beach,6367.349433683659,601.3341367574961,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Solana Beach,5928.572018777726,480.51060564672207,1,Refinancing,0,Collateral,Female,White,Female,American Indian or Alaska Native,Not Hispanic or Latino
Solana Beach,4963.573248938101,632.1021129728973,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,5464.129656112645,402.5021148458808,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6869.14016496188,534.5476725549713,1,Home purchase,0,Collateral,Female,White,Female,Asian,Not Hispanic or Latino
Solana Beach,8724.548492394617,519.2263145789354,1,Refinancing,0,Unverifiable information,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Solana Beach,8675.774904718926,478.2981990157978,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,4788.7294740842735,462.7647748055399,1,Refinancing,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,7532.736632036539,584.5120765064008,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,8741.740587529514,434.5711792594857,1,Home purchase,0,Debt-to-income ratio,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Solana Beach,6324.8939500397255,486.79935370301195,1,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,6851.073501154049,527.1308387357835,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,6599.171792893078,730.5132117124901,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,9108.41534856354,470.0816314390413,0,Home improvement,0,Mortgage insurance denied,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,7878.451107298103,392.70938193082054,1,Home purchase,0,Other,Male,White,Female,White,Not applicable
Solana Beach,7105.849715068173,456.0220954437763,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino
Solana Beach,8104.511810447557,332.14772106799745,1,Refinancing,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,7890.280558806086,645.296702675201,1,Home purchase,0,Mortgage insurance denied,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,5372.59401316241,544.1841546183672,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Solana Beach,6209.954390068968,434.2819354319499,1,Refinancing,0,"Insufficient cash (downpayment, closing costs)",Female,White,Female,White,Not Hispanic or Latino
Solana Beach,5734.036938738549,387.23770403335584,1,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,6813.473234713758,259.32367880744505,1,Refinancing,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,5989.127757827406,454.2328145001106,0,Refinancing,1,,Male,Asian,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,5432.835235677516,400.4115892130018,0,Home purchase,1,,Male,White,Male,Black or African American,Not Hispanic or Latino
Solana Beach,7017.281198727738,366.360591874168,1,Home purchase,0,Mortgage insurance denied,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,7715.845864704148,381.302141724188,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Male,White,Female,White,Not Hispanic or Latino
Solana Beach,6041.1972302473605,445.9179835042645,1,Home purchase,0,Collateral,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,6040.252458547059,543.7998277653126,1,Home purchase,0,Credit history,No co-applicant,Not applicable,Male,Black or African American,Not applicable
Solana Beach,6650.819163248123,507.34181966577347,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Solana Beach,6176.788301771717,444.0237941295745,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Hispanic or Latino
Solana Beach,6431.198694478716,417.8685065244057,0,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,5526.693067998718,450.4572078801186,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,7880.484228798344,479.9498630293278,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,6112.674562983422,439.6417616500878,1,Home purchase,0,Debt-to-income ratio,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,6274.654091271103,402.05887417089446,1,Home purchase,1,,No co-applicant,Not applicable,Male,White,Not applicable
Solana Beach,7438.714384017818,222.420068734608,0,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,6985.965737201471,735.0893418987146,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,7626.693891200705,523.0034056091807,1,Home purchase,1,,Male,American Indian or Alaska Native,Male,White,Not Hispanic or Latino
Solana Beach,6010.889974083368,568.0380679822617,1,Refinancing,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7883.364287051018,632.1529175339888,0,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6025.2841841102145,306.0976313923255,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7090.0071940424195,554.3703376792968,0,Home purchase,1,,Female,White,Female,Black or African American,Not applicable
Solana Beach,7215.6756463729,495.068092020471,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7409.416936871199,363.18731378578366,1,Refinancing,0,Other,No co-applicant,No co-applicant,Female,Asian,Not Hispanic or Latino
Solana Beach,7337.607934051619,398.4373429862281,1,Home purchase,0,Employment history,Female,White,Female,White,Not applicable
Solana Beach,7718.677163828626,271.8617238523768,1,Home purchase,1,,No co-applicant,No co-applicant,Female,Asian,Not Hispanic or Latino
Solana Beach,6770.515234438085,525.8539333928401,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,7674.465736058868,279.9069388052202,0,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7112.399455230578,413.66687293484125,1,Home purchase,0,Employment history,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,6820.629635023831,369.62723830257966,1,Home purchase,1,,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,8216.474340186436,442.68991184181596,1,Home improvement,0,Debt-to-income ratio,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,8836.758668083849,654.9524813273138,1,Home purchase,1,,Not applicable,Not applicable,Male,Black or African American,Not Hispanic or Latino
Solana Beach,7597.551096349542,636.4035353587121,0,Refinancing,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,6315.791777932789,315.7701666040488,0,Home purchase,0,Employment history,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,6270.910320221841,593.8853185700074,1,Home purchase,0,Debt-to-income ratio,Female,White,Female,Multiracial,Not Hispanic or Latino
Solana Beach,6728.491404004444,638.071144184696,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not applicable
Solana Beach,5521.550307240843,546.735746265304,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7998.556755887063,515.8696471935023,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,8627.154972432505,581.8778573553207,0,Home improvement,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7458.446271565805,409.31321519585055,1,Home purchase,1,,Female,White,Female,White,Not applicable
Solana Beach,6278.983614284561,279.9333928663397,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not applicable
Solana Beach,5860.635086154313,368.8589775152302,1,Home purchase,1,,No co-applicant,Not applicable,Female,White,Hispanic or Latino
Solana Beach,8142.405513868798,663.5066103213035,1,Home purchase,1,,Male,White,Female,Multiracial,Not Hispanic or Latino
Solana Beach,6844.335569047124,519.3961039120245,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6330.600858114092,424.9670609628387,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Solana Beach,8000.59298855042,452.5223802443299,1,Home purchase,0,Mortgage insurance denied,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,5659.117335692359,681.5011773110614,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,5878.715944459356,388.74705664001175,1,Home improvement,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Solana Beach,6860.154211097465,569.7016289521175,1,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,6116.085675022165,466.0271960900793,0,Home purchase,0,Collateral,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,8121.259740294632,437.98780694797614,1,Home purchase,1,,Male,White,Female,Asian,Not applicable
Solana Beach,7891.976464865378,360.9153819938216,0,Home purchase,0,Credit application incomplete,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6939.569512590869,441.5595790814498,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,4776.043681762999,379.78837852974357,1,Home purchase,0,Mortgage insurance denied,Female,Black or African American,Male,White,Not Hispanic or Latino
Solana Beach,5895.702079641829,493.4789696918134,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,6185.370971130292,307.21459994116003,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,6213.252201646524,447.6748471829166,1,Home purchase,0,Collateral,No co-applicant,Not applicable,Female,Asian,Not applicable
Solana Beach,5919.795853095334,511.58366644910996,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Solana Beach,6252.352233586845,566.6426083614732,0,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,8377.229473290245,296.0924699337957,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7715.910294914583,381.7948470066399,1,Refinancing,1,,No co-applicant,No co-applicant,Female,White,Hispanic or Latino
Solana Beach,8069.009740398058,249.38728683586464,1,Refinancing,0,Credit history,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,7405.0248998124935,619.4281122240455,1,Home purchase,1,,Not applicable,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7154.611483601723,561.6809113533054,1,Refinancing,0,Debt-to-income ratio,Male,White,Male,Asian,Not applicable
Solana Beach,6476.599773663283,429.1709145519851,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,7329.296370868931,431.4967475482509,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6032.634968516522,621.3049706937804,1,Home purchase,0,Collateral,No co-applicant,No co-applicant,Female,Asian,Not applicable
Solana Beach,6759.535309432449,384.66418814757805,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,7899.3027063393765,363.30194235228106,1,Home purchase,0,Unverifiable information,Female,White,Female,Asian,Not Hispanic or Latino
Solana Beach,7833.952014942972,258.58358190336344,1,Home purchase,1,,No co-applicant,Not applicable,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6853.734203859502,471.06198696933683,1,Home purchase,0,Other,Female,White,Male,White,Not applicable
Solana Beach,6751.635255455215,438.0570710994587,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,5839.3939786189585,607.4644379265999,0,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Female,White,Female,White,Not Hispanic or Latino
Solana Beach,6724.786980220922,334.7480543271577,1,Refinancing,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6110.582901476535,384.85169326475346,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Solana Beach,8598.688685673664,421.54217865537663,1,Home purchase,1,,Not applicable,No co-applicant,Male,White,Not applicable
Solana Beach,6528.184042927535,722.1686221082789,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,6692.736000437851,630.8586814009568,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,6706.579355070497,505.86534189380654,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7469.240083733317,421.4795612371331,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,7916.219533350405,300.14856167563835,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,8172.363136390128,509.7635600453366,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,5410.044357033874,563.1498939212447,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not applicable
Solana Beach,7304.739054030838,252.6446996547143,1,Home purchase,0,Other,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,5688.416571195492,480.3941900274744,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Female,White,Male,White,Not Hispanic or Latino
Solana Beach,6199.228812326793,361.9711478415663,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7608.819197982656,631.4887603401493,1,Home purchase,1,,Male,White,Female,White,Not applicable
Solana Beach,7955.691898996076,415.83324368202597,0,Refinancing,0,Collateral,Female,White,Male,White,Not Hispanic or Latino
Solana Beach,6989.69646008703,230.4621853684944,0,Home purchase,1,,Male,White,Female,Multiracial,Not Hispanic or Latino
Solana Beach,6979.846526708755,392.42662268561736,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6155.88701221715,433.96633827106604,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,7199.3905407643415,439.8332756071465,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,8286.855881948233,476.55900906615676,1,Home purchase,1,,Male,White,Male,Asian,Not Hispanic or Latino
Solana Beach,7014.462858341267,415.28980341323165,1,Home purchase,0,Debt-to-income ratio,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,5448.5470600433255,464.1676688277364,1,Home purchase,1,,Female,Black or African American,Male,Multiracial,Not Hispanic or Latino
Solana Beach,6166.417164594553,655.5957866377964,0,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7148.9875132412535,704.2148160983966,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,5933.106184967827,433.99301759227393,0,Home improvement,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,7834.063628688669,552.3707805995865,1,Home purchase,1,,No co-applicant,No co-applicant,Male,Black or African American,Not Hispanic or Latino
Solana Beach,6163.593255492442,324.5837158795863,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Male,Asian,Not Hispanic or Latino
Solana Beach,6748.354388789048,520.7121411575756,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Not applicable,No co-applicant,Male,White,Hispanic or Latino
Solana Beach,7054.23172381248,709.5690447192462,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,8273.184618406844,343.36381425759714,1,Home purchase,1,,No co-applicant,Not applicable,Male,White,Not Hispanic or Latino
Solana Beach,6103.496001230045,335.18372881733734,1,Home purchase,0,Debt-to-income ratio,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,7042.089062740848,252.04692922491338,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,5973.626873224583,393.4924461193591,1,Home purchase,0,Mortgage insurance denied,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,8425.714005756192,209.90464699304303,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Solana Beach,8790.249368075793,305.3340306411752,1,Home purchase,0,Collateral,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,6977.08338276769,492.2454483914112,1,Home purchase,1,,Male,White,Female,White,Hispanic or Latino
Solana Beach,6989.891722477583,656.9255122247063,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,6855.63653583996,584.9900612299829,0,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Solana Beach,8249.222219214567,669.9810937058625,1,Home purchase,0,Mortgage insurance denied,No co-applicant,Not applicable,Male,Black or African American,Not Hispanic or Latino
Solana Beach,5780.151371981483,472.5493582632105,1,Home purchase,1,,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,5773.608863815471,428.90857789817983,1,Home purchase,0,Debt-to-income ratio,Male,White,Female,Asian,Not Hispanic or Latino
Solana Beach,7151.970852503998,354.49935742810476,1,Home purchase,0,Debt-to-income ratio,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6958.120230727101,399.95271544663086,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Hispanic or Latino
Solana Beach,6835.637826793404,269.1386731661187,1,Refinancing,1,,Female,White,Female,Black or African American,Not Hispanic or Latino
Solana Beach,9567.681397065062,357.5992386639886,1,Home purchase,0,Debt-to-income ratio,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,5515.202189280133,448.2540853202024,1,Home purchase,0,Unverifiable information,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,7715.149074027193,575.444680726581,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,8033.556017515943,545.2406062896588,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,6779.538935014647,441.34394644753115,1,Home purchase,1,,Male,White,Female,White,Not applicable
Solana Beach,6479.04756659977,351.82949274275813,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,5099.421970242944,458.74561222606815,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7116.249090847448,478.3039047036109,1,Home purchase,1,,Male,White,Male,Asian,Not Hispanic or Latino
Solana Beach,6008.818817026771,701.4920605582357,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,6744.811840291587,401.1518633817903,1,Refinancing,1,,Female,Black or African American,Male,White,Not applicable
Solana Beach,8134.97710534717,555.0041825225379,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7747.280313444296,423.79159721112933,1,Home purchase,0,Collateral,Male,White,Female,White,Hispanic or Latino
Solana Beach,6582.495453138162,403.59786034183486,0,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,5676.191962158208,509.42929298222555,1,Home purchase,1,,Female,White,Male,Asian,Not applicable
Solana Beach,5761.485937503519,465.9184877998761,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Hispanic or Latino
Solana Beach,8205.488408557183,540.7219334401211,1,Home improvement,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7650.814073416529,523.893823494159,1,Home improvement,1,,Female,White,Male,White,Hispanic or Latino
Solana Beach,6270.730851269932,550.1443304301873,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,4935.465391406432,369.47278235981986,1,Home purchase,0,Employment history,Female,White,Male,White,Not Hispanic or Latino
Solana Beach,6988.148415372936,417.2398592105008,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,5173.399782553355,321.4806816167934,0,Home purchase,1,,Male,White,Male,Asian,Not Hispanic or Latino
Solana Beach,6267.5577145654715,541.0794704730546,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,7971.594038414599,452.5619848023942,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,4931.907013281771,639.3034725508486,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,6434.69523104486,527.9280345021372,0,Home purchase,1,,Female,White,Female,White,Hispanic or Latino
Solana Beach,6219.508369282329,591.118250460604,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,7072.761616176625,403.9583346926455,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,7509.653438705987,648.7408246476687,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
